# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,30.25,0.43,20.75,0.43,20.5,0.5,sitting
250,30.0,0.0,21.0,0.0,21.0,0.0,sitting
500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
750,30.0,0.0,21.0,0.0,21.0,0.0,sitting
1000,30.0,0.0,21.25,0.43,21.0,0.0,sitting
1250,30.0,0.0,21.0,0.0,19.75,1.09,sitting
1500,30.0,0.0,20.67,0.47,20.67,0.47,sitting
1750,30.0,0.0,20.75,0.43,20.5,0.5,sitting
2000,30.0,0.0,20.75,0.43,21.0,0.0,sitting
2250,30.0,0.0,21.0,0.0,21.25,0.43,sitting
2500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
2750,30.25,0.43,21.75,0.83,20.5,0.5,sitting
3000,30.25,0.43,22.5,0.5,19.5,1.12,sitting
3250,30.25,0.43,21.5,0.5,19.5,0.87,sitting
3500,30.0,0.0,21.0,0.0,18.75,0.83,sitting
3750,30.0,0.0,21.0,0.0,18.33,0.47,sitting
4000,30.25,0.43,21.0,0.0,20.5,0.5,sitting
4250,30.25,0.43,21.0,0.0,20.25,0.83,sitting
4500,30.33,0.47,21.0,0.0,21.0,0.0,sitting
4750,30.5,0.5,21.0,0.0,20.0,1.22,sitting
5000,30.0,0.0,21.0,0.0,19.25,1.09,sitting
5250,30.0,0.0,21.0,0.0,20.75,0.43,sitting
5500,30.25,0.43,21.0,0.0,20.5,0.5,sitting
5750,30.0,0.0,21.25,0.43,19.5,1.12,sitting
6000,30.0,0.0,21.0,0.0,21.25,0.83,sitting
6250,30.25,0.43,21.25,0.43,21.25,0.43,sitting
6500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
6750,30.0,0.0,19.25,1.3,21.75,0.83,sitting
7000,30.0,0.0,18.0,0.0,22.0,0.82,sitting
7250,30.0,0.0,18.75,0.83,21.5,0.5,sitting
7500,30.25,0.43,18.5,0.5,21.0,0.0,sitting
7750,30.25,0.43,19.5,0.87,20.5,0.5,sitting
8000,30.0,0.0,21.0,0.0,20.67,0.47,sitting
8250,30.0,0.0,21.0,0.0,19.4,1.02,sitting
8500,30.0,0.0,20.5,0.5,19.0,0.82,sitting
8750,30.0,0.0,20.0,0.82,20.25,1.3,sitting
9000,30.0,0.0,19.25,0.43,20.5,0.5,sitting
9250,30.0,0.0,20.75,0.43,20.5,0.5,sitting
9500,30.0,0.0,21.0,0.0,19.0,0.71,sitting
9750,30.5,0.5,20.25,0.43,18.5,0.5,sitting
10000,30.5,0.5,20.0,0.0,18.67,0.94,sitting
10250,30.25,0.43,21.0,0.0,20.75,0.43,sitting
10500,30.0,0.0,21.0,0.0,21.25,0.43,sitting
10750,29.75,0.43,21.5,0.5,20.25,1.3,sitting
11000,29.33,0.94,21.0,0.0,18.67,0.47,sitting
11250,30.0,0.0,21.0,0.0,18.0,0.0,sitting
11500,30.0,0.0,20.75,0.43,17.75,1.09,sitting
11750,30.0,0.0,21.0,0.0,16.75,1.09,sitting
12000,30.0,0.0,21.25,0.43,16.5,0.5,sitting
12250,30.0,0.0,21.25,0.43,15.25,0.43,sitting
12500,30.0,0.0,21.0,0.0,17.5,1.5,sitting
12750,30.0,0.0,22.0,0.71,18.5,0.5,sitting
13000,28.75,0.83,21.25,0.43,19.25,1.3,sitting
13250,30.0,0.0,21.25,0.43,20.75,0.43,sitting
13500,30.0,0.0,21.25,0.43,21.0,0.0,sitting
13750,30.0,0.0,21.0,0.0,20.75,0.43,sitting
14000,30.0,0.0,21.0,0.0,20.67,0.47,sitting
14250,30.0,0.0,21.25,0.43,20.25,0.43,sitting
14500,30.0,0.0,20.5,0.5,20.0,0.82,sitting
14750,30.0,0.0,20.33,0.47,21.0,0.0,sitting
15000,30.0,0.0,20.75,0.43,20.5,0.5,sitting
15250,30.0,0.0,20.5,0.87,21.25,0.43,sitting
15500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
15750,30.0,0.0,21.0,0.0,20.5,0.5,sitting
16000,30.25,0.43,21.25,0.43,20.0,0.71,sitting
16250,30.0,0.0,21.0,0.0,19.25,1.09,sitting
16500,30.0,0.0,21.0,0.0,19.25,0.83,sitting
16750,30.0,0.0,21.0,0.0,18.0,0.0,sitting
17000,30.0,0.0,22.0,0.71,19.0,0.71,sitting
17250,30.0,0.0,21.5,0.5,21.0,0.0,sitting
17500,30.0,0.0,21.0,0.0,21.25,0.43,sitting
17750,30.0,0.0,21.0,0.0,21.0,0.71,sitting
18000,30.0,0.0,21.33,0.47,20.0,0.71,sitting
18250,30.0,0.0,21.33,0.47,20.5,0.5,sitting
18500,30.0,0.0,21.0,0.0,20.75,0.43,sitting
18750,30.0,0.0,19.0,1.22,20.75,0.83,sitting
19000,30.0,0.0,20.25,0.43,21.0,0.0,sitting
19250,30.0,0.0,21.0,0.0,21.25,0.43,sitting
19500,30.0,0.0,20.5,0.5,21.5,0.5,sitting
19750,30.0,0.0,20.67,0.47,21.33,0.47,sitting
20000,30.0,0.0,20.75,0.43,21.25,0.43,sitting
20250,30.0,0.0,20.75,0.43,21.0,0.0,sitting
20500,30.0,0.0,19.75,0.83,20.5,0.5,sitting
20750,30.0,0.0,21.0,0.0,20.67,0.47,sitting
21000,30.0,0.0,21.0,0.0,20.5,0.5,sitting
21250,30.0,0.0,21.0,0.0,20.5,0.5,sitting
21500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
21750,30.0,0.0,21.0,0.0,21.0,0.0,sitting
22000,30.0,0.0,21.0,0.0,21.5,0.5,sitting
22250,30.0,0.0,20.75,0.43,21.25,0.43,sitting
22500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
22750,30.0,0.0,21.0,0.0,21.0,0.0,sitting
23000,30.0,0.0,21.0,0.0,20.5,0.5,sitting
23250,30.0,0.0,21.0,0.0,20.33,0.75,sitting
23500,30.0,0.0,21.0,0.0,20.25,0.83,sitting
23750,30.0,0.0,21.25,0.43,20.75,0.43,sitting
24000,30.0,0.0,19.33,0.47,21.0,0.0,sitting
24250,30.0,0.0,20.5,0.5,20.75,0.43,sitting
24500,30.25,0.43,21.0,0.0,20.5,0.5,sitting
24750,30.0,0.0,21.0,0.0,19.75,0.43,sitting
25000,30.0,0.0,21.0,0.0,19.33,1.25,sitting
25250,30.0,0.0,21.0,0.0,18.6,0.8,sitting
25500,30.0,0.0,21.0,0.0,19.5,1.12,sitting
25750,30.0,0.0,21.0,0.0,21.0,0.0,sitting
26000,30.0,0.0,21.0,0.0,20.5,0.5,sitting
26250,30.0,0.0,21.33,0.47,20.25,0.43,sitting
26500,30.0,0.0,21.0,0.0,18.75,0.43,sitting
26750,30.0,0.0,21.25,0.43,20.25,0.83,sitting
27000,30.0,0.0,21.0,0.0,20.0,0.71,sitting
27250,30.0,0.0,21.0,0.0,21.0,0.0,sitting
27500,30.0,0.0,22.0,0.71,20.5,0.5,sitting
27750,30.0,0.0,21.0,0.0,21.0,0.0,sitting
28000,30.75,0.83,19.0,1.22,21.0,0.0,sitting
28250,32.25,0.83,19.5,1.5,21.5,0.87,sitting
28500,33.0,0.0,19.0,0.71,20.67,0.47,sitting
28750,36.0,0.0,19.75,0.43,20.25,0.43,sitting
29000,36.0,0.0,21.0,0.0,19.75,0.83,sitting
29250,34.0,1.41,21.67,0.47,19.5,0.5,sitting
29500,33.0,0.0,21.0,0.0,19.0,0.0,sitting
29750,33.0,0.0,21.75,0.83,19.25,0.83,sitting
30000,33.0,0.0,23.0,0.0,19.25,1.09,sitting
30250,33.0,0.0,22.25,0.43,19.5,0.5,sitting
30500,33.0,0.0,22.0,0.0,19.0,0.71,sitting
30750,33.0,0.0,21.75,0.43,17.5,1.12,sitting
31000,33.0,0.0,21.5,0.5,16.0,1.0,sitting
31250,33.0,0.0,21.25,0.43,17.5,1.12,sitting
31500,33.0,0.0,21.0,0.0,18.75,0.43,sitting
31750,33.0,0.0,21.0,0.0,18.0,0.0,sitting
32000,32.75,0.43,19.5,2.06,19.0,1.41,sitting
32250,32.75,0.43,20.75,0.83,15.5,2.69,sitting
32500,33.0,0.0,20.75,0.43,5.5,4.09,sitting
32750,33.0,0.0,21.0,0.0,3.0,2.92,sitting
33000,32.5,0.5,21.0,0.0,6.0,2.16,sitting
33250,32.5,0.5,21.0,0.0,3.5,1.5,sitting
33500,33.0,0.0,21.25,0.43,7.0,0.0,sitting
33750,32.75,0.43,23.67,0.47,5.5,4.5,sitting
