# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,24.5,4.77,16.5,4.5,13.75,2.38,walking
250,40.0,5.24,19.25,2.86,12.25,4.32,walking
500,40.0,2.83,17.0,1.41,16.75,4.71,walking
750,37.75,0.83,16.0,5.15,16.25,7.12,walking
1000,36.5,5.36,18.25,2.17,11.5,4.27,walking
1250,31.25,9.88,9.75,3.27,17.5,4.03,walking
1500,28.0,2.74,18.25,1.92,18.0,3.08,walking
1750,36.25,6.02,17.25,4.26,19.25,5.97,walking
2000,39.0,3.67,18.25,3.11,14.0,8.46,walking
2250,37.0,1.41,19.0,2.94,18.5,1.5,walking
2500,38.6,1.96,16.75,2.49,15.6,4.41,walking
2750,35.5,7.09,12.5,0.87,13.75,4.66,walking
3000,24.5,4.97,14.75,3.42,17.0,1.87,walking
3250,30.25,8.14,15.25,4.44,15.0,3.0,walking
3500,39.5,3.35,13.0,6.53,16.25,1.79,walking
3750,35.33,3.3,17.33,1.7,16.75,2.05,walking
4000,40.5,3.2,18.25,3.11,18.0,2.92,walking
4250,35.0,7.65,16.0,2.0,17.25,2.17,walking
4500,28.0,2.94,18.0,1.73,16.67,4.03,walking
4750,28.25,5.21,15.25,4.02,22.0,1.22,walking
5000,40.0,4.24,11.75,1.79,19.75,1.64,walking
5250,36.25,0.43,11.25,4.32,10.5,6.8,walking
5500,33.67,3.86,13.33,4.64,17.5,1.12,walking
5750,37.5,11.08,15.75,3.96,15.5,7.3,walking
6000,26.5,2.87,9.75,1.3,15.0,5.24,walking
6250,25.33,4.19,11.33,0.47,19.25,4.76,walking
6500,39.25,5.07,15.5,5.59,18.0,2.74,walking
6750,34.75,2.17,20.25,3.34,17.25,3.9,walking
7000,33.0,3.0,21.0,2.92,12.0,8.15,walking
7250,34.5,1.5,22.5,1.5,22.5,1.5,walking
7500,31.5,6.99,14.75,2.28,22.0,2.12,walking
7750,28.5,2.96,17.5,2.06,15.5,1.5,walking
8000,34.33,8.06,18.25,5.45,18.67,2.05,walking
8250,36.25,2.17,23.75,4.71,13.5,1.5,walking
8500,37.0,3.27,14.75,2.49,17.67,1.89,walking
8750,34.33,6.85,14.0,0.82,16.25,3.83,walking
9000,25.5,3.2,14.75,3.19,20.25,2.49,walking
9250,24.0,6.96,17.75,2.38,17.5,6.02,walking
9500,37.0,3.74,16.67,4.78,11.75,1.09,walking
9750,40.0,0.82,19.67,2.36,7.25,7.6,walking
10000,37.75,3.49,18.25,0.43,14.25,3.96,walking
10250,40.75,3.7,18.25,4.21,21.5,2.87,walking
10500,33.75,10.28,17.75,2.59,20.25,2.59,walking
10750,27.75,7.85,14.75,3.27,15.75,6.87,walking
11000,34.0,5.61,14.0,6.82,10.25,6.68,walking
11250,39.25,1.79,17.25,2.68,20.5,0.87,walking
11500,36.0,4.74,16.0,1.63,20.33,1.7,walking
11750,38.5,4.77,20.5,1.5,14.67,2.05,walking
12000,34.67,1.89,16.25,4.38,17.67,1.7,walking
12250,23.67,4.11,8.67,5.44,18.0,3.67,walking
12500,37.2,6.49,15.8,4.31,13.5,7.3,walking
12750,36.67,4.71,16.67,4.11,14.25,2.68,walking
13000,34.5,2.06,11.5,5.41,16.5,2.5,walking
13250,38.75,3.7,13.25,2.68,20.75,2.17,walking
13500,35.75,7.15,10.67,5.79,20.0,4.08,walking
13750,28.0,1.22,10.0,5.2,17.5,4.56,walking
14000,32.25,8.84,15.25,1.79,13.0,1.87,walking
14250,39.75,6.42,13.0,1.41,15.25,2.17,walking
14500,33.75,1.3,17.0,2.74,14.75,1.92,walking
14750,38.75,2.17,14.0,2.45,8.25,7.26,walking
15000,32.75,7.12,18.0,0.0,17.0,1.58,walking
15250,31.5,2.06,13.5,2.29,19.5,7.23,walking
15500,30.75,3.27,13.25,5.8,22.5,2.06,walking
15750,39.0,3.32,17.25,3.11,19.0,3.08,walking
16000,36.5,2.29,13.25,3.19,16.25,4.55,walking
16250,36.5,2.29,17.33,4.5,17.67,4.5,walking
16500,34.33,5.56,17.5,4.27,13.33,3.3,walking
16750,29.0,0.82,15.0,3.39,25.0,1.41,walking
17000,27.0,11.64,17.33,0.94,18.0,3.39,walking
17250,42.25,1.79,17.0,1.58,17.25,3.27,walking
17500,32.33,4.03,16.5,1.5,13.75,3.27,walking
17750,37.67,3.3,10.33,6.94,18.33,2.05,walking
18000,41.0,3.24,12.5,3.91,16.75,1.3,walking
18250,29.0,7.26,12.5,3.91,16.33,4.03,walking
18500,29.5,1.5,17.0,3.16,16.0,2.83,walking
18750,31.25,12.32,16.0,1.73,11.5,2.29,walking
19000,40.5,5.68,12.75,6.87,19.25,2.49,walking
19250,35.5,6.5,14.0,8.15,15.25,2.38,walking
19500,34.67,7.59,10.75,4.32,16.33,1.25,walking
19750,34.5,7.3,15.33,2.49,19.67,1.25,walking
20000,30.0,2.16,17.5,3.35,15.0,6.0,walking
20250,23.0,6.16,15.0,0.0,19.0,3.39,walking
20500,32.0,9.41,11.5,6.22,15.75,5.12,walking
20750,33.5,2.06,17.25,4.44,18.5,2.18,walking
21000,33.0,1.87,17.5,1.5,14.5,4.5,walking
21250,37.25,5.21,15.75,1.48,15.25,1.92,walking
21500,34.25,7.01,15.5,3.2,15.5,4.82,walking
21750,23.25,8.17,16.75,4.6,13.75,2.49,walking
22000,34.75,8.93,14.0,5.96,13.0,2.92,walking
22250,37.75,6.1,14.5,2.5,9.75,2.86,walking
22500,33.0,2.12,11.0,9.06,7.33,3.3,walking
22750,37.0,3.39,13.0,0.71,15.75,3.56,walking
23000,32.5,8.02,19.0,2.55,21.0,1.87,walking
23250,26.0,4.74,16.0,2.45,15.75,3.27,walking
