# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,28.0,0.0,0.0,0.0,17.25,0.83,bending2
250,29.0,0.0,0.0,0.0,17.33,0.94,bending2
500,28.67,0.47,0.0,0.0,17.0,0.82,bending2
750,29.0,0.0,3.0,2.0,17.67,0.47,bending2
1000,29.0,0.0,3.33,0.47,18.0,1.0,bending2
1250,29.0,0.0,6.25,2.38,16.75,1.09,bending2
1500,30.0,0.0,9.0,1.63,18.5,0.87,bending2
1750,30.0,0.0,11.67,0.47,17.75,0.83,bending2
2000,30.0,0.0,11.0,0.71,19.0,1.41,bending2
2250,31.25,0.83,11.25,0.43,17.25,0.83,bending2
2500,30.0,0.0,11.0,0.82,17.5,0.87,bending2
2750,29.5,0.87,10.75,0.43,17.75,0.43,bending2
3000,28.0,0.0,12.0,0.0,18.25,0.43,bending2
3250,27.67,0.47,12.0,0.0,18.67,0.47,bending2
3500,27.0,0.0,12.0,0.0,18.67,0.94,bending2
3750,27.0,0.0,11.75,0.43,18.67,0.47,bending2
4000,27.0,0.0,12.0,0.0,18.5,0.5,bending2
4250,27.0,0.0,12.0,0.0,18.5,0.5,bending2
4500,27.0,0.0,11.5,0.5,18.0,0.0,bending2
4750,27.0,0.0,10.0,0.0,18.5,0.5,bending2
5000,27.0,0.0,9.5,0.5,18.0,0.0,bending2
5250,27.0,0.0,8.5,0.5,18.5,0.5,bending2
5500,27.0,0.0,9.0,0.0,19.0,1.0,bending2
5750,27.33,0.47,9.0,0.0,19.33,0.94,bending2
6000,27.25,0.43,9.0,0.0,19.25,0.83,bending2
6250,27.25,0.43,9.5,0.5,19.5,1.12,bending2
6500,27.0,0.0,11.0,0.71,20.75,0.43,bending2
6750,27.0,0.0,9.25,0.43,21.0,0.0,bending2
7000,27.0,0.0,8.0,0.71,20.5,0.5,bending2
7250,27.0,0.0,7.0,0.0,20.5,0.5,bending2
7500,27.0,0.0,6.5,0.5,20.67,0.47,bending2
7750,27.0,0.0,8.0,0.0,20.0,0.82,bending2
8000,27.25,0.43,6.0,0.0,20.5,0.5,bending2
8250,27.0,0.0,6.0,0.0,20.0,0.82,bending2
8500,27.0,0.0,8.5,0.87,19.33,0.94,bending2
8750,27.0,0.0,9.0,0.0,19.5,1.12,bending2
9000,27.0,0.0,9.75,0.83,20.5,0.5,bending2
9250,26.75,0.43,8.75,0.43,19.5,1.12,bending2
9500,26.75,0.43,5.5,1.8,20.0,1.0,bending2
9750,27.0,0.0,2.0,1.0,20.5,0.5,bending2
10000,27.0,0.0,0.0,0.0,19.25,0.43,bending2
10250,27.0,0.0,0.0,0.0,18.25,0.43,bending2
10500,27.0,0.0,0.0,0.0,17.67,0.47,bending2
10750,27.0,0.0,0.0,0.0,17.5,0.5,bending2
11000,27.0,0.0,0.0,0.0,17.75,0.43,bending2
11250,27.0,0.0,0.0,0.0,18.33,0.47,bending2
11500,27.25,0.43,0.0,0.0,18.33,0.47,bending2
11750,27.0,0.0,0.0,0.0,18.67,0.47,bending2
12000,27.0,0.0,1.0,0.0,18.0,0.0,bending2
12250,26.75,0.43,0.0,0.0,17.75,0.43,bending2
12500,26.4,0.8,0.0,0.0,17.6,0.49,bending2
12750,27.0,0.0,1.0,0.0,17.5,0.5,bending2
13000,27.5,0.5,1.0,0.0,16.5,1.12,bending2
13250,27.5,0.5,2.0,0.0,17.33,0.94,bending2
13500,27.0,0.0,0.0,0.0,17.5,0.5,bending2
13750,27.0,0.0,0.0,0.0,18.5,0.5,bending2
14000,27.75,0.43,0.0,0.0,18.5,0.5,bending2
14250,27.25,0.43,0.0,0.0,18.0,0.0,bending2
14500,27.0,0.0,0.0,0.0,18.0,0.0,bending2
14750,27.0,0.0,0.0,0.0,17.5,0.5,bending2
15000,27.0,0.0,0.0,0.0,17.5,0.5,bending2
15250,27.0,0.0,0.0,0.0,17.5,0.5,bending2
15500,27.25,0.43,0.0,0.0,18.0,0.0,bending2
15750,27.0,0.0,1.0,0.0,17.67,0.47,bending2
16000,26.67,0.47,3.0,0.0,18.5,0.87,bending2
16250,26.0,0.71,2.8,1.47,18.6,0.49,bending2
16500,25.25,0.43,2.5,0.5,18.75,0.83,bending2
16750,25.25,0.43,2.67,0.47,19.0,0.82,bending2
17000,26.0,0.0,1.5,0.5,19.0,0.82,bending2
17250,26.0,0.0,1.0,0.0,19.25,0.83,bending2
17500,25.75,0.43,1.75,0.43,18.5,0.5,bending2
17750,25.5,0.5,1.0,0.0,18.5,0.5,bending2
18000,25.33,0.47,0.0,0.0,18.67,0.47,bending2
18250,25.67,0.47,0.0,0.0,18.5,0.5,bending2
18500,26.0,0.0,0.0,0.0,18.5,0.5,bending2
18750,25.75,0.43,0.0,0.0,18.5,0.5,bending2
19000,26.25,0.43,0.0,0.0,18.0,0.0,bending2
19250,26.5,0.5,1.0,0.0,18.25,0.43,bending2
19500,26.75,0.43,1.67,0.47,18.5,0.87,bending2
19750,27.5,0.5,8.67,1.7,13.33,1.25,bending2
20000,27.0,0.0,8.67,1.89,13.0,1.41,bending2
20250,27.0,0.0,3.75,1.09,17.0,1.0,bending2
20500,27.0,0.0,1.67,0.47,17.5,0.5,bending2
20750,27.0,0.0,0.0,0.0,17.25,0.83,bending2
21000,27.0,0.0,0.0,0.0,17.25,0.83,bending2
21250,27.0,0.0,0.0,0.0,17.25,0.83,bending2
21500,27.0,0.0,1.0,0.0,17.5,0.5,bending2
21750,27.0,0.0,0.0,0.0,17.25,0.83,bending2
22000,27.0,0.0,0.0,0.0,16.67,0.94,bending2
22250,27.0,0.0,0.0,0.0,17.0,1.0,bending2
22500,27.0,0.0,0.0,0.0,17.33,0.94,bending2
22750,27.0,0.0,3.0,1.0,16.75,0.83,bending2
23000,28.75,1.3,7.33,3.3,16.5,1.12,bending2
23250,32.2,0.4,11.25,0.83,17.0,0.89,bending2
23500,35.0,1.41,15.5,2.6,17.0,0.82,bending2
23750,35.0,1.41,18.0,0.0,15.75,0.83,bending2
24000,34.67,1.25,20.67,0.47,14.5,0.87,bending2
24250,34.25,1.79,21.0,0.0,14.25,0.83,bending2
24500,31.25,1.09,21.25,0.43,12.25,0.43,bending2
24750,30.0,0.0,20.5,0.5,11.33,1.89,bending2
25000,30.0,0.0,17.75,0.43,14.75,1.09,bending2
25250,30.0,0.0,19.25,1.48,13.0,1.58,bending2
25500,30.0,0.0,20.67,0.94,19.5,4.5,bending2
