# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,40.5,2.6,17.25,3.9,15.5,3.28,cycling
250,35.5,1.5,19.75,1.3,18.5,3.77,cycling
500,35.25,1.3,13.67,6.13,18.5,0.5,cycling
750,35.25,3.9,14.75,3.27,21.25,1.79,cycling
1000,32.25,2.49,10.67,6.6,15.5,4.39,cycling
1250,41.0,1.41,15.0,2.0,14.0,1.63,cycling
1500,37.67,6.6,15.0,4.24,14.25,2.49,cycling
1750,35.5,1.5,20.75,4.55,16.25,2.86,cycling
2000,32.75,2.17,13.5,6.58,12.75,4.32,cycling
2250,30.0,3.54,10.0,5.52,15.0,3.0,cycling
2500,35.0,1.41,8.75,3.27,15.67,3.3,cycling
2750,40.0,1.0,17.5,1.5,10.5,6.42,cycling
3000,38.33,1.7,14.33,3.3,16.75,2.49,cycling
3250,36.75,0.83,21.0,0.0,17.5,1.8,cycling
3500,34.25,3.03,13.0,3.94,13.25,2.95,cycling
3750,31.25,3.42,14.75,4.97,17.0,1.73,cycling
4000,35.5,3.35,9.5,1.5,16.0,2.83,cycling
4250,40.5,1.12,15.0,1.22,15.75,4.76,cycling
4500,39.5,3.77,14.0,2.12,18.5,3.77,cycling
4750,37.0,1.22,22.5,1.5,18.0,0.0,cycling
5000,35.25,2.59,21.25,2.17,9.75,1.48,cycling
5250,33.0,5.92,16.75,3.7,14.75,4.6,cycling
5500,34.5,3.35,12.0,5.39,12.0,3.24,cycling
5750,40.25,2.49,11.25,2.68,14.75,5.54,cycling
6000,38.33,2.62,9.67,4.11,20.33,2.05,cycling
6250,33.0,2.45,17.33,7.41,18.0,6.52,cycling
6500,36.5,0.5,22.25,2.05,11.0,6.44,cycling
6750,38.0,2.12,17.0,3.74,16.33,5.25,cycling
7000,35.25,3.96,17.67,1.25,15.25,4.55,cycling
7250,39.75,2.49,12.5,1.5,15.25,5.07,cycling
7500,36.25,2.17,17.0,2.94,18.0,2.16,cycling
7750,37.25,1.3,23.0,1.22,18.5,1.8,cycling
8000,33.75,2.49,15.5,2.18,8.25,5.12,cycling
8250,34.0,3.74,14.67,6.34,16.25,2.68,cycling
8500,30.75,4.82,17.33,0.47,15.0,0.71,cycling
8750,38.25,1.3,14.25,1.92,10.67,1.25,cycling
9000,41.75,0.83,17.5,0.5,13.25,5.58,cycling
9250,40.0,3.27,16.5,4.5,17.33,4.5,cycling
9500,36.0,2.12,17.25,3.27,20.5,1.5,cycling
9750,34.5,1.5,16.25,1.79,10.0,5.52,cycling
10000,35.33,3.3,16.5,3.35,17.0,2.16,cycling
10250,35.33,2.49,14.67,2.05,10.5,3.2,cycling
10500,39.25,2.17,15.67,1.25,14.25,3.9,cycling
10750,38.75,3.49,11.0,3.94,19.0,1.58,cycling
11000,37.25,1.09,21.25,1.48,16.5,1.8,cycling
11250,36.5,2.29,14.5,2.5,2.5,0.5,cycling
11500,34.75,3.03,15.67,2.49,16.0,2.94,cycling
11750,26.0,7.52,14.0,1.58,15.5,5.02,cycling
12000,37.25,1.3,11.25,2.17,10.75,2.77,cycling
12250,41.5,0.5,14.5,5.59,18.67,2.62,cycling
12500,36.0,4.24,19.25,3.83,15.75,3.9,cycling
12750,35.5,1.5,17.75,4.6,11.67,5.31,cycling
13000,34.5,2.69,16.33,4.64,16.33,3.86,cycling
13250,36.5,3.2,12.0,2.94,15.67,2.62,cycling
13500,39.67,0.47,13.0,3.08,13.33,0.94,cycling
13750,41.5,0.87,13.5,4.15,16.75,3.27,cycling
14000,35.5,2.6,19.25,5.4,19.25,3.03,cycling
14250,36.25,0.43,16.33,3.68,10.67,5.44,cycling
14500,35.75,3.63,16.5,1.5,17.5,6.8,cycling
14750,34.0,1.41,11.67,0.94,12.75,5.12,cycling
15000,41.75,2.49,17.67,0.47,16.0,1.41,cycling
15250,40.75,2.95,15.33,4.92,16.25,3.49,cycling
15500,36.75,0.83,23.0,1.41,11.0,4.55,cycling
15750,32.5,4.09,14.5,3.04,14.25,6.76,cycling
16000,31.5,2.6,11.25,5.8,17.25,5.93,cycling
16250,37.5,1.5,10.33,3.86,11.0,4.32,cycling
16500,38.75,2.17,15.25,0.43,15.33,2.49,cycling
16750,41.33,1.7,15.0,2.24,13.33,5.79,cycling
17000,34.75,2.86,17.0,5.34,13.5,1.12,cycling
17250,36.0,2.12,13.0,5.43,15.0,6.48,cycling
17500,33.5,3.5,10.75,5.76,11.5,4.97,cycling
17750,37.0,1.41,12.33,2.05,11.75,6.72,cycling
18000,37.0,4.18,15.75,3.34,11.33,5.31,cycling
18250,35.25,1.3,18.75,2.86,13.0,3.39,cycling
18500,31.0,1.58,14.75,2.05,16.5,4.56,cycling
18750,36.67,0.94,17.0,0.82,12.5,4.39,cycling
19000,39.75,1.3,17.67,2.05,19.67,3.4,cycling
19250,34.75,4.55,14.25,1.3,16.33,3.09,cycling
19500,29.0,2.16,15.5,3.57,16.67,3.86,cycling
19750,36.75,2.49,14.25,2.86,14.5,2.5,cycling
20000,37.33,1.25,14.33,0.47,14.0,3.16,cycling
20250,34.0,2.55,13.5,5.59,10.75,4.26,cycling
20500,36.0,3.08,14.25,4.49,14.0,7.79,cycling
20750,33.5,4.92,14.75,2.86,13.5,4.03,cycling
21000,37.75,1.48,12.0,5.52,8.67,0.47,cycling
21250,39.25,2.17,16.5,4.5,19.75,1.79,cycling
21500,34.25,2.38,16.5,4.56,14.0,8.63,cycling
21750,32.5,5.17,14.0,7.25,15.33,9.98,cycling
22000,38.0,2.12,12.0,4.74,11.0,6.68,cycling
22250,40.25,2.05,18.0,2.12,19.0,1.22,cycling
22500,36.75,1.3,18.67,2.62,19.5,1.5,cycling
22750,35.0,1.41,17.0,3.67,10.33,1.25,cycling
23000,32.67,6.94,15.67,0.94,15.33,4.03,cycling
23250,36.0,0.0,10.0,2.83,8.33,4.99,cycling
23500,38.0,1.58,13.5,1.5,14.75,3.77,cycling
23750,39.0,3.54,15.25,4.76,19.0,3.39,cycling
24000,35.25,1.3,21.25,0.43,15.5,5.12,cycling
24250,34.5,4.97,15.0,2.12,16.0,8.03,cycling
24500,33.25,5.36,12.25,1.48,8.0,3.74,cycling
24750,40.25,1.48,12.33,3.77,13.33,1.25,cycling
25000,38.0,4.74,17.33,3.77,20.0,5.1,cycling
25250,35.0,1.41,19.75,3.27,18.67,1.7,cycling
25500,37.0,2.83,13.33,6.13,19.5,1.5,cycling
25750,32.25,4.92,11.0,5.1,15.75,2.59,cycling
26000,40.0,0.82,14.67,3.3,15.5,2.18,cycling
26250,38.0,4.9,13.25,4.02,17.5,3.77,cycling
26500,35.25,1.3,21.5,2.06,20.25,1.3,cycling
26750,32.67,4.71,16.67,1.7,18.75,2.28,cycling
27000,31.33,1.25,10.67,1.25,15.75,3.11,cycling
27250,38.5,3.35,16.75,3.49,16.0,2.94,cycling
27500,39.5,2.18,18.25,2.86,16.75,2.95,cycling
27750,36.0,2.12,21.0,1.87,14.75,2.77,cycling
28000,35.5,1.5,16.75,3.7,15.75,5.07,cycling
28250,29.75,4.32,14.67,5.73,16.33,1.89,cycling
28500,40.25,2.49,13.67,2.62,14.0,0.82,cycling
28750,40.0,4.0,10.0,6.68,14.0,2.94,cycling
29000,33.83,4.91,21.75,3.34,19.6,2.24,cycling
29250,33.0,3.0,22.67,1.25,14.67,0.47,cycling
29500,31.75,6.38,14.5,5.32,16.25,3.83,cycling
29750,41.25,2.17,13.75,4.6,12.0,6.28,cycling
30000,42.67,1.25,16.0,2.83,17.0,2.55,cycling
30250,37.0,1.73,16.75,5.67,18.33,2.05,cycling
30500,34.25,1.79,19.0,1.87,16.75,3.27,cycling
30750,27.0,7.65,13.5,4.15,18.0,3.54,cycling
31000,35.25,3.11,14.0,1.22,12.75,5.76,cycling
31250,42.0,0.0,19.5,2.06,15.0,3.0,cycling
31500,39.0,2.12,15.5,5.59,19.5,2.69,cycling
31750,34.75,1.79,19.5,1.5,17.25,6.3,cycling
32000,32.25,3.9,15.25,2.38,16.0,2.94,cycling
32250,29.25,3.9,19.0,0.0,18.67,2.05,cycling
32500,41.0,3.24,15.75,2.17,15.0,2.12,cycling
32750,40.5,4.5,14.25,4.97,19.5,4.97,cycling
33000,36.0,0.0,22.25,0.83,15.67,4.19,cycling
33250,34.4,4.8,16.25,1.92,13.8,4.12,cycling
33500,34.0,2.94,12.5,5.5,16.33,3.4,cycling
33750,38.0,2.16,14.67,2.49,11.25,1.3,cycling
34000,41.75,1.79,15.0,1.87,18.0,4.3,cycling
34250,31.33,4.19,17.67,5.79,17.0,4.06,cycling
34500,33.0,3.54,20.0,1.87,14.25,2.49,cycling
34750,33.25,4.97,13.75,2.49,15.25,2.05,cycling
35000,35.25,3.27,11.25,6.61,11.25,6.3,cycling
35250,42.75,1.92,17.5,2.69,16.75,4.02,cycling
35500,40.75,2.95,15.75,3.96,19.25,1.64,cycling
35750,34.0,1.73,19.75,0.83,16.75,6.8,cycling
36000,33.0,5.61,17.33,0.94,20.0,1.0,cycling
36250,33.0,2.45,12.75,4.44,17.67,1.25,cycling
36500,39.25,2.17,14.5,4.56,12.75,2.59,cycling
36750,41.33,0.94,18.33,2.62,16.0,4.24,cycling
37000,37.25,1.3,16.25,8.23,19.5,1.12,cycling
37250,34.25,4.02,18.75,2.49,14.0,4.3,cycling
37500,36.0,3.54,12.25,3.49,16.0,2.45,cycling
37750,39.0,2.12,14.5,3.04,10.75,3.77,cycling
38000,41.5,0.87,15.25,5.63,15.0,6.71,cycling
38250,36.0,4.24,18.25,2.77,14.25,5.8,cycling
38500,34.25,1.3,20.0,1.0,18.0,0.0,cycling
38750,33.25,3.49,18.75,4.09,19.0,1.22,cycling
39000,37.33,1.25,12.5,2.5,18.0,2.45,cycling
39250,44.0,0.71,14.75,1.09,17.5,2.87,cycling
39500,36.75,4.97,8.5,1.5,17.33,4.03,cycling
39750,35.75,1.64,19.75,4.6,13.75,1.09,cycling
40000,34.33,4.19,19.33,1.25,18.0,3.67,cycling
40250,36.0,1.87,12.0,2.12,13.5,3.35,cycling
40500,42.0,0.82,15.67,0.47,13.67,3.68,cycling
40750,42.0,0.0,13.33,5.44,19.0,3.56,cycling
41000,37.5,2.06,20.25,4.92,17.5,3.91,cycling
41250,35.5,2.87,17.0,4.64,13.25,5.85,cycling
41500,32.25,6.83,11.25,5.76,14.25,3.34,cycling
41750,40.25,1.3,14.75,2.77,10.0,6.16,cycling
42000,40.0,1.41,12.5,4.56,13.5,6.26,cycling
42250,36.25,2.17,20.33,3.77,19.0,0.82,cycling
42500,31.5,5.32,21.0,1.63,14.33,4.92,cycling
42750,33.5,2.87,16.5,4.03,14.5,2.69,cycling
43000,40.67,1.25,14.0,1.41,16.0,4.32,cycling
43250,39.25,3.56,10.25,3.03,18.75,2.86,cycling
43500,35.0,3.56,18.0,3.67,21.67,2.05,cycling
43750,31.75,1.3,19.33,1.7,15.67,4.11,cycling
44000,30.25,4.44,15.0,3.67,15.0,0.0,cycling
44250,34.67,2.36,13.0,4.32,12.0,3.54,cycling
44500,41.5,1.8,19.75,1.09,14.0,2.74,cycling
44750,36.75,3.34,21.5,1.5,19.75,2.68,cycling
45000,34.25,5.12,14.25,4.49,17.75,4.82,cycling
45250,35.5,2.06,11.0,3.08,12.5,6.54,cycling
45500,40.25,1.3,14.0,4.64,17.5,1.66,cycling
45750,38.0,2.45,16.0,2.83,15.0,3.74,cycling
46000,34.5,1.66,19.25,2.68,19.0,3.67,cycling
46250,32.25,5.36,11.5,2.29,18.25,0.43,cycling
46500,34.33,2.36,7.67,5.19,7.0,6.0,cycling
46750,41.25,1.79,17.25,3.56,14.25,5.89,cycling
47000,38.5,1.8,15.75,4.44,21.75,1.92,cycling
47250,33.67,1.7,16.67,1.89,20.0,3.54,cycling
47500,30.25,7.95,12.0,1.63,12.67,1.25,cycling
47750,35.0,3.16,12.25,3.63,12.75,1.3,cycling
48000,41.5,1.12,17.75,4.71,12.0,1.87,cycling
48250,35.25,4.44,15.0,7.26,18.0,3.27,cycling
48500,32.25,2.49,15.25,3.77,10.5,4.5,cycling
48750,31.67,3.09,14.0,4.18,15.0,2.45,cycling
49000,41.0,1.63,13.67,2.87,16.67,2.36,cycling
49250,40.0,4.06,16.0,5.1,16.25,4.02,cycling
49500,34.0,2.74,21.5,0.87,13.75,2.38,cycling
49750,29.75,9.65,17.33,3.77,13.0,3.74,cycling
50000,36.0,0.0,5.5,0.5,14.0,2.94,cycling
50250,40.75,1.92,17.75,1.79,13.0,6.68,cycling
50500,36.25,4.92,15.0,1.22,15.5,3.84,cycling
50750,34.0,1.41,18.33,1.7,12.75,1.48,cycling
51000,34.5,4.5,13.5,1.12,12.75,3.34,cycling
51250,35.25,4.26,13.33,4.64,13.5,1.66,cycling
51500,41.0,1.22,17.5,1.12,16.25,4.15,cycling
51750,38.25,2.28,13.5,4.5,17.0,3.74,cycling
52000,34.0,2.74,20.75,1.64,14.25,2.95,cycling
52250,30.25,4.32,11.5,5.41,14.0,2.94,cycling
52500,35.0,3.0,9.25,4.6,14.25,3.27,cycling
52750,41.75,2.17,15.5,2.29,17.67,0.47,cycling
53000,35.75,4.55,16.0,2.16,21.33,2.49,cycling
53250,33.0,0.0,11.33,0.94,12.75,6.53,cycling
53500,33.0,5.89,13.75,4.02,17.0,1.41,cycling
53750,32.75,3.7,12.0,4.74,17.75,5.63,cycling
54000,40.33,1.25,16.0,2.83,15.0,4.74,cycling
54250,39.75,5.76,17.75,2.17,17.25,6.06,cycling
54500,35.25,1.3,13.0,1.87,15.25,5.49,cycling
54750,31.5,4.72,15.0,3.08,16.25,1.3,cycling
55000,31.25,3.27,13.0,2.45,16.0,5.48,cycling
55250,39.25,2.05,15.75,2.28,16.0,4.06,cycling
55500,40.0,2.55,17.33,5.91,18.0,6.38,cycling
55750,32.0,1.22,15.75,2.28,17.75,7.5,cycling
56000,32.75,4.26,14.25,4.44,11.33,4.78,cycling
56250,35.5,3.28,13.0,1.41,20.33,3.86,cycling
56500,41.0,2.12,18.5,0.87,17.5,5.12,cycling
56750,35.25,4.26,16.75,5.31,20.0,3.67,cycling
57000,34.5,1.5,15.0,3.67,13.5,1.5,cycling
57250,33.33,6.8,15.0,5.72,10.33,3.4,cycling
57500,35.5,2.18,15.0,2.45,20.33,3.3,cycling
57750,40.0,2.35,10.5,4.03,16.5,2.6,cycling
58000,36.75,3.27,10.75,5.31,19.25,1.79,cycling
58250,32.5,2.29,15.25,1.64,15.5,4.09,cycling
58500,38.67,2.05,15.0,0.82,16.0,3.08,cycling
58750,37.75,2.38,13.0,2.74,19.25,1.3,cycling
59000,38.25,5.63,17.33,2.62,17.67,1.89,cycling
59250,35.25,1.92,16.5,1.12,16.25,3.56,cycling
59500,33.25,3.49,9.0,4.9,17.0,3.27,cycling
59750,35.75,1.79,15.0,1.0,15.75,2.49,cycling
60000,40.67,1.25,12.0,3.56,15.5,6.5,cycling
60250,41.75,1.79,15.0,3.56,9.33,8.5,cycling
60500,28.67,4.19,11.67,1.25,18.75,4.32,cycling
60750,35.25,2.49,18.0,4.06,17.25,2.59,cycling
61000,30.0,8.6,14.25,2.49,17.75,4.55,cycling
61250,37.25,1.64,11.67,2.36,14.5,3.91,cycling
61500,40.75,1.64,14.0,8.03,15.5,3.91,cycling
61750,30.75,5.4,15.0,2.74,20.0,4.53,cycling
62000,36.0,1.87,15.33,3.77,12.75,3.96,cycling
62250,31.25,6.5,14.0,2.74,12.75,6.42,cycling
62500,37.75,1.3,19.5,1.5,15.33,2.87,cycling
62750,42.25,2.38,15.75,3.11,17.25,4.32,cycling
63000,34.33,1.89,20.25,1.3,21.0,3.27,cycling
63250,36.0,0.0,13.75,1.3,12.75,3.77,cycling
63500,33.75,5.8,13.75,4.66,12.33,2.62,cycling
63750,37.5,1.5,11.25,4.92,13.5,6.18,cycling
64000,39.6,2.58,16.0,3.27,15.6,5.75,cycling
64250,33.33,3.77,18.5,2.69,21.0,6.38,cycling
64500,33.75,2.28,12.5,4.33,12.0,1.87,cycling
64750,31.5,7.23,15.75,3.27,14.25,2.49,cycling
65000,39.8,1.94,16.33,4.64,18.0,4.24,cycling
65250,44.0,1.22,10.5,6.1,18.5,3.64,cycling
65500,35.25,4.44,17.75,3.49,22.75,1.3,cycling
65750,32.33,3.3,14.5,3.91,12.33,6.6,cycling
66000,36.0,6.48,16.67,1.89,18.25,4.02,cycling
66250,32.75,6.83,13.0,1.22,13.25,3.03,cycling
66500,40.75,1.79,12.25,3.77,16.75,7.4,cycling
