# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,37.0,1.0,20.0,6.16,21.25,2.17,cycling
250,34.33,2.36,20.25,10.57,11.67,1.25,cycling
500,31.0,3.56,18.67,2.49,18.5,2.6,cycling
750,36.75,2.86,13.75,2.86,19.5,1.5,cycling
1000,42.0,0.71,13.25,2.05,19.0,1.87,cycling
1250,34.5,4.97,16.75,3.96,16.25,3.03,cycling
1500,34.5,1.5,24.5,0.5,16.0,0.0,cycling
1750,29.33,6.55,17.0,6.38,19.25,2.28,cycling
2000,37.25,4.02,16.5,3.84,20.75,1.92,cycling
2250,43.5,1.5,18.67,0.94,12.67,4.78,cycling
2500,36.75,2.59,11.0,4.97,20.75,1.79,cycling
2750,32.0,1.41,23.75,0.43,16.0,0.82,cycling
3000,32.25,6.18,17.5,3.57,16.75,4.32,cycling
3250,39.0,2.24,12.25,6.76,21.25,0.43,cycling
3500,42.33,0.47,11.0,5.89,19.5,4.5,cycling
3750,38.8,3.43,14.4,3.14,14.75,1.48,cycling
4000,35.0,1.41,19.33,0.94,13.25,5.63,cycling
4250,35.75,4.44,17.25,1.48,18.0,0.0,cycling
4500,37.5,1.5,12.75,5.93,16.0,1.0,cycling
4750,42.0,0.71,17.25,2.28,16.67,1.7,cycling
5000,39.0,2.24,12.75,7.46,16.75,3.27,cycling
5250,34.25,3.03,19.5,2.18,14.75,2.68,cycling
5500,30.75,6.83,15.25,3.49,12.25,1.64,cycling
5750,36.75,3.9,13.0,5.61,12.75,2.49,cycling
6000,42.75,1.09,17.5,2.18,19.25,2.49,cycling
6250,40.5,2.69,17.25,4.32,17.33,1.7,cycling
6500,34.67,3.09,18.0,0.82,20.0,1.0,cycling
6750,33.0,3.67,18.5,0.5,14.5,3.35,cycling
7000,36.0,2.16,10.75,5.26,17.0,3.56,cycling
7250,43.0,1.22,16.5,2.06,17.5,3.5,cycling
7500,39.0,3.0,18.5,2.5,18.0,2.83,cycling
7750,35.25,1.3,21.5,2.29,18.0,4.3,cycling
8000,33.5,2.87,19.0,2.45,14.67,2.49,cycling
8250,28.75,7.82,18.0,2.12,18.75,1.92,cycling
8500,42.0,1.87,16.5,1.8,21.0,2.12,cycling
8750,42.0,2.12,16.75,2.59,17.25,3.34,cycling
9000,36.33,0.47,22.5,0.5,18.5,2.5,cycling
9250,32.0,5.74,16.75,1.09,12.67,3.3,cycling
9500,36.75,2.49,17.5,3.35,16.25,1.79,cycling
9750,42.0,1.22,15.0,2.24,17.25,2.38,cycling
10000,38.25,3.77,16.33,1.25,16.5,3.64,cycling
10250,35.25,1.3,21.0,2.45,13.5,3.84,cycling
10500,35.0,2.83,16.67,1.25,16.0,0.0,cycling
10750,35.75,2.95,14.0,6.6,14.75,2.38,cycling
11000,40.33,1.25,17.67,2.49,19.25,2.49,cycling
11250,43.67,1.89,13.67,5.44,20.0,3.16,cycling
11500,36.25,3.9,18.0,3.08,13.0,3.54,cycling
11750,33.0,2.12,18.25,1.79,9.0,6.38,cycling
12000,36.5,4.09,16.5,1.5,15.33,1.7,cycling
12250,39.0,0.82,14.67,4.03,16.75,3.34,cycling
12500,42.0,0.0,16.5,4.5,15.75,1.3,cycling
12750,39.0,2.24,17.0,2.94,20.33,1.7,cycling
13000,36.75,0.83,21.0,1.87,13.0,5.48,cycling
13250,34.75,4.76,15.75,1.3,15.5,1.5,cycling
13500,31.5,5.59,16.0,3.81,17.75,1.79,cycling
13750,41.75,1.79,15.25,2.17,20.0,2.45,cycling
14000,40.5,4.5,16.5,3.57,17.0,2.24,cycling
14250,35.75,1.79,19.75,1.3,11.5,5.55,cycling
14500,37.25,2.95,16.5,2.87,16.0,1.58,cycling
14750,36.0,5.79,15.67,2.62,15.0,0.0,cycling
15000,42.5,1.5,16.5,1.5,21.25,1.92,cycling
15250,40.0,5.34,16.0,5.24,17.25,2.86,cycling
15500,34.67,3.4,19.0,4.06,14.33,3.3,cycling
15750,34.0,2.12,17.5,2.5,10.0,6.96,cycling
16000,27.8,10.5,16.67,3.4,15.4,3.67,cycling
16250,41.75,1.64,15.75,2.77,17.75,2.77,cycling
16500,40.5,3.64,16.5,2.18,19.75,2.49,cycling
16750,34.67,3.4,20.0,4.18,13.67,5.25,cycling
17000,34.5,2.6,18.75,3.96,14.6,4.5,cycling
17250,28.67,6.6,17.25,1.48,15.0,3.74,cycling
17500,40.75,2.38,15.0,3.08,18.75,1.3,cycling
17750,43.0,1.41,17.67,3.68,19.5,2.96,cycling
18000,38.25,2.28,15.75,3.27,21.33,2.05,cycling
