# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,33.5,2.87,27.0,1.87,14.75,9.39,cycling
250,30.5,4.5,20.67,4.03,17.0,0.82,cycling
500,34.25,3.03,15.75,4.92,17.25,2.49,cycling
750,42.0,2.55,16.0,2.74,19.75,1.09,cycling
1000,42.0,2.83,19.5,2.06,13.75,5.17,cycling
1250,36.0,2.12,15.25,3.11,20.75,2.05,cycling
1500,31.0,1.41,23.0,1.22,16.0,3.27,cycling
1750,35.25,6.87,20.0,4.18,17.25,3.56,cycling
2000,34.0,2.83,16.67,4.19,12.75,4.49,cycling
2250,34.0,4.06,15.75,3.96,13.5,1.5,cycling
2500,43.0,1.58,14.75,0.43,17.5,2.29,cycling
2750,40.25,3.03,14.75,2.59,19.0,2.12,cycling
3000,32.75,3.9,15.75,4.44,19.25,4.76,cycling
3250,28.25,2.77,16.0,1.41,21.33,2.87,cycling
3500,35.25,3.27,19.25,6.61,14.8,3.71,cycling
3750,37.75,1.48,19.0,2.92,17.75,3.42,cycling
4000,43.25,1.09,15.25,1.48,20.25,1.3,cycling
4250,39.75,2.49,16.5,3.5,12.67,5.73,cycling
4500,29.75,7.56,20.75,3.34,17.5,4.5,cycling
4750,35.75,7.15,17.0,5.1,16.67,0.94,cycling
5000,38.0,0.82,21.67,0.94,17.33,2.62,cycling
5250,40.0,2.83,14.67,1.25,19.5,1.5,cycling
5500,44.0,1.22,13.5,3.35,12.0,4.64,cycling
5750,33.67,1.7,16.0,1.41,17.0,6.12,cycling
6000,27.0,3.56,17.0,0.82,18.25,5.76,cycling
6250,34.0,8.75,15.75,5.76,13.75,7.15,cycling
6500,35.75,2.95,20.0,1.22,18.75,3.03,cycling
6750,43.0,0.82,10.5,3.5,15.75,4.49,cycling
7000,43.0,1.22,15.5,1.12,10.5,6.8,cycling
7250,35.25,1.92,16.75,1.3,20.25,1.79,cycling
7500,27.5,2.69,18.0,1.41,20.75,3.96,cycling
7750,33.0,9.25,12.5,5.85,18.75,1.3,cycling
8000,34.0,3.39,18.5,1.5,17.0,2.45,cycling
8250,35.0,4.0,15.33,4.5,18.67,0.94,cycling
8500,42.33,1.8,13.0,3.29,15.2,2.93,cycling
8750,34.75,5.45,14.25,2.49,13.33,1.89,cycling
9000,23.5,5.77,22.0,1.22,17.5,6.54,cycling
9250,34.25,6.94,18.5,5.36,18.5,2.87,cycling
9500,37.0,1.22,17.25,2.28,18.5,1.5,cycling
9750,40.5,1.5,16.33,5.25,18.33,0.47,cycling
10000,42.5,0.87,12.0,6.52,12.75,3.34,cycling
10250,36.0,4.24,18.0,2.45,20.5,3.04,cycling
10500,20.0,7.45,22.5,1.12,17.5,6.02,cycling
10750,35.25,7.46,18.75,3.27,18.25,1.79,cycling
11000,35.5,1.5,17.0,3.32,16.5,1.8,cycling
11250,40.0,2.83,11.33,3.3,16.5,2.6,cycling
11500,42.75,1.48,15.5,0.5,14.5,1.5,cycling
11750,35.0,3.54,18.0,2.12,20.25,3.03,cycling
12000,25.33,2.62,22.25,1.3,22.33,1.25,cycling
12250,31.75,8.93,21.75,2.49,13.75,7.15,cycling
12500,36.0,0.0,16.0,1.63,16.0,4.06,cycling
12750,35.0,3.74,18.0,4.32,15.5,1.5,cycling
13000,38.25,3.27,13.25,3.03,14.75,2.77,cycling
13250,40.75,4.55,17.67,0.47,16.0,6.68,cycling
13500,31.0,1.22,17.75,3.49,15.75,4.97,cycling
13750,29.5,5.94,19.25,1.3,17.33,4.03,cycling
14000,37.5,3.64,16.5,4.97,15.25,3.27,cycling
14250,36.75,2.49,15.0,3.54,16.25,5.36,cycling
14500,41.75,1.09,8.75,4.97,15.0,4.74,cycling
14750,32.75,6.1,14.0,2.94,14.0,1.0,cycling
15000,26.0,3.74,23.0,1.22,13.0,8.6,cycling
15250,37.0,7.79,18.25,5.72,18.0,2.45,cycling
15500,36.5,0.5,19.0,0.0,19.5,2.6,cycling
15750,27.25,11.39,14.5,4.97,18.0,0.71,cycling
16000,41.25,1.48,12.33,3.68,15.25,1.79,cycling
16250,36.0,4.24,18.0,0.82,20.25,2.49,cycling
16500,27.0,5.61,19.25,1.3,18.5,6.02,cycling
16750,33.5,9.5,19.25,2.77,16.33,2.62,cycling
17000,34.5,3.84,18.75,2.17,13.75,2.86,cycling
17250,39.25,5.45,14.0,4.64,15.75,0.83,cycling
17500,42.0,2.12,16.0,1.22,17.5,3.77,cycling
17750,33.0,4.3,19.75,2.77,21.0,3.08,cycling
18000,27.25,8.01,20.0,3.24,20.0,2.12,cycling
18250,36.75,2.28,16.75,2.77,17.25,2.49,cycling
18500,37.33,3.68,18.0,2.0,17.0,1.41,cycling
18750,43.67,1.25,12.0,2.0,17.33,1.7,cycling
19000,38.75,4.44,15.5,1.8,17.25,4.44,cycling
19250,30.25,4.6,21.0,0.0,22.25,1.79,cycling
19500,32.4,9.11,20.75,2.17,13.5,6.69,cycling
