# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,35.75,1.79,21.0,2.45,20.5,0.5,cycling
250,38.75,1.48,17.0,4.32,19.67,2.05,cycling
500,41.67,0.47,15.75,5.12,20.33,5.19,cycling
750,41.67,0.47,12.0,3.67,15.0,7.07,cycling
1000,35.0,2.83,21.67,5.56,27.0,2.12,cycling
1250,31.5,5.17,22.5,6.18,20.0,3.24,cycling
1500,31.5,6.18,22.75,1.09,18.25,3.96,cycling
1750,39.25,0.43,20.0,3.24,19.5,4.97,cycling
2000,41.5,0.5,16.25,2.28,18.0,4.64,cycling
2250,37.25,2.68,19.0,6.56,26.0,3.67,cycling
2500,33.5,2.69,23.0,1.41,20.0,1.41,cycling
2750,35.25,5.12,23.33,0.94,16.67,3.4,cycling
3000,37.75,1.3,20.75,1.64,21.75,2.49,cycling
3250,41.67,0.47,13.5,5.59,13.33,2.62,cycling
3500,37.25,4.49,17.0,4.47,21.25,2.77,cycling
3750,33.67,1.7,25.67,1.25,22.75,5.93,cycling
4000,36.25,4.76,23.5,2.18,20.25,2.49,cycling
4250,34.75,6.26,19.0,3.94,20.5,2.5,cycling
4500,41.25,1.48,17.75,5.49,21.0,2.55,cycling
4750,39.75,3.96,17.33,1.7,21.67,2.05,cycling
5000,32.25,1.92,24.5,2.29,23.0,1.58,cycling
5250,33.5,4.39,23.0,1.41,12.33,6.94,cycling
5500,36.75,4.44,23.2,2.64,17.2,2.93,cycling
5750,38.25,0.83,17.33,6.24,19.67,2.62,cycling
6000,42.0,1.87,15.5,1.8,19.25,4.87,cycling
6250,36.25,3.19,15.25,3.27,23.0,1.22,cycling
6500,31.33,1.25,24.0,1.22,25.67,1.89,cycling
6750,37.33,3.3,23.75,1.79,14.33,1.7,cycling
7000,35.5,3.35,20.5,2.29,14.5,2.29,cycling
7250,38.75,0.43,14.0,7.45,19.5,3.2,cycling
7500,41.33,1.7,13.33,3.4,11.75,3.7,cycling
7750,35.5,3.84,19.5,5.41,21.25,2.49,cycling
8000,31.75,2.49,25.0,1.22,18.25,2.17,cycling
8250,35.5,5.77,22.5,5.02,15.67,1.7,cycling
8500,36.25,2.17,16.5,6.18,16.0,3.16,cycling
8750,40.5,1.12,17.5,3.2,20.25,1.48,cycling
9000,38.25,5.54,17.5,0.5,18.75,5.07,cycling
9250,33.0,2.12,23.25,3.27,23.25,1.3,cycling
9500,34.0,3.67,17.75,9.78,16.75,1.79,cycling
9750,37.5,1.12,19.25,3.27,17.67,1.25,cycling
10000,39.75,1.3,16.5,6.87,18.75,6.3,cycling
10250,41.75,0.43,10.75,3.63,15.5,7.5,cycling
10500,38.33,0.94,18.33,4.11,25.5,1.5,cycling
10750,33.25,1.79,23.25,1.3,15.5,6.26,cycling
11000,37.67,2.36,21.25,2.95,12.33,2.87,cycling
11250,38.0,0.0,20.33,2.05,17.67,3.86,cycling
11500,41.0,1.22,15.25,5.07,14.5,8.38,cycling
11750,39.25,2.17,15.5,3.04,21.5,3.91,cycling
12000,34.0,3.74,24.75,2.49,14.67,3.68,cycling
12250,34.0,3.16,20.5,3.64,14.5,7.37,cycling
12500,37.5,1.12,18.5,2.5,15.33,2.49,cycling
12750,40.25,0.83,18.33,3.09,22.67,1.89,cycling
13000,42.0,0.0,13.0,1.41,16.0,4.08,cycling
13250,37.75,1.09,18.5,4.5,24.25,2.49,cycling
13500,32.67,0.47,25.33,0.94,18.33,6.94,cycling
13750,33.75,3.77,18.25,6.34,16.75,3.96,cycling
14000,37.5,1.12,16.5,3.64,12.75,4.66,cycling
14250,40.0,1.22,14.75,2.17,19.0,2.74,cycling
14500,40.0,4.18,17.0,1.58,21.5,2.87,cycling
14750,31.5,3.35,21.0,3.56,24.67,0.94,cycling
15000,30.25,5.85,20.25,2.95,19.75,3.03,cycling
15250,33.0,5.2,18.75,3.9,17.5,4.15,cycling
15500,39.0,0.82,15.67,4.99,22.0,1.0,cycling
15750,40.75,1.3,13.0,3.16,12.67,7.36,cycling
16000,39.0,2.16,16.67,3.4,20.0,4.06,cycling
16250,33.75,3.11,24.0,1.41,19.5,4.97,cycling
16500,34.25,6.38,20.0,3.24,17.5,0.87,cycling
16750,36.75,2.49,19.25,4.76,12.25,7.15,cycling
17000,39.33,2.49,15.0,0.0,16.0,5.74,cycling
17250,38.33,1.25,17.33,3.68,25.0,2.45,cycling
17500,30.5,3.64,26.33,0.94,21.67,4.5,cycling
17750,33.75,4.49,21.75,1.3,21.5,1.12,cycling
18000,38.5,0.87,20.0,2.16,14.0,6.16,cycling
18250,41.33,0.47,13.67,0.94,19.5,4.5,cycling
18500,40.0,1.63,13.75,3.27,19.0,5.1,cycling
18750,32.75,4.44,28.0,0.82,25.0,2.16,cycling
19000,29.67,4.92,19.33,1.25,21.25,1.92,cycling
19250,37.75,1.09,18.0,4.74,12.0,5.52,cycling
19500,39.0,0.71,16.75,4.76,21.25,3.27,cycling
19750,42.0,1.0,15.0,2.55,12.25,6.76,cycling
20000,31.67,3.68,20.0,2.83,23.0,1.58,cycling
20250,28.75,3.27,25.0,1.41,19.0,2.83,cycling
20500,35.67,2.05,21.67,3.3,20.0,1.22,cycling
20750,38.5,0.87,19.33,3.86,11.0,3.0,cycling
21000,40.0,1.22,13.5,4.72,20.25,3.9,cycling
21250,41.0,1.0,10.0,0.0,22.0,3.0,cycling
21500,34.0,4.6,21.0,4.95,26.33,2.49,cycling
21750,30.67,6.55,16.67,8.34,19.75,1.3,cycling
22000,35.25,3.11,17.75,2.59,15.0,3.08,cycling
22250,38.75,0.43,14.75,8.9,21.5,2.6,cycling
22500,41.5,0.5,12.5,1.8,13.0,6.4,cycling
22750,37.0,3.74,20.33,3.3,23.5,1.66,cycling
