# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,39.25,0.43,22.75,0.43,33.75,1.3,bending1
250,39.25,0.43,23.0,0.0,33.0,0.0,bending1
500,39.25,0.43,23.25,0.43,33.0,0.0,bending1
750,39.5,0.5,23.0,0.71,33.0,0.0,bending1
1000,39.5,0.5,24.0,0.0,33.0,0.0,bending1
1250,39.25,0.43,24.0,0.0,33.0,0.0,bending1
1500,39.25,0.43,24.0,0.0,33.0,0.0,bending1
1750,39.0,0.0,23.75,0.43,33.0,0.0,bending1
2000,39.5,0.5,24.0,0.0,33.0,0.0,bending1
2250,39.5,0.5,23.0,0.0,33.0,0.0,bending1
2500,39.5,0.5,23.25,0.43,33.0,0.0,bending1
2750,39.5,0.5,23.5,0.5,32.75,0.43,bending1
3000,39.5,0.5,23.75,0.43,32.5,0.5,bending1
3250,39.67,0.47,23.75,0.43,33.0,0.0,bending1
3500,39.5,0.5,24.0,0.0,33.0,0.0,bending1
3750,39.5,0.5,23.25,0.43,33.0,0.0,bending1
4000,39.5,0.5,22.5,0.5,33.0,0.0,bending1
4250,39.5,0.5,22.0,0.71,33.0,0.0,bending1
4500,40.25,0.83,21.0,0.0,33.0,0.0,bending1
4750,40.5,0.5,18.67,1.7,33.0,0.0,bending1
5000,40.67,0.47,15.5,0.87,33.0,0.0,bending1
5250,40.5,0.5,15.0,0.0,33.0,0.0,bending1
5500,40.5,0.5,15.0,0.0,33.0,0.0,bending1
5750,40.33,0.47,16.0,0.0,33.0,0.0,bending1
6000,40.5,0.5,16.0,0.71,33.0,0.0,bending1
6250,40.5,0.5,16.5,0.87,33.0,0.0,bending1
6500,40.5,0.5,17.5,0.87,33.0,0.0,bending1
6750,40.5,0.5,19.75,1.09,33.75,1.3,bending1
7000,40.75,0.83,21.0,0.0,33.0,0.0,bending1
7250,40.75,0.83,21.0,0.0,33.0,0.0,bending1
7500,41.0,1.0,20.75,0.43,33.75,1.3,bending1
7750,41.0,1.0,19.67,0.47,34.0,1.41,bending1
