# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,48.0,0.0,6.75,3.77,11.0,1.22,standing
250,47.75,0.43,11.5,0.5,10.0,1.0,standing
500,48.0,0.0,11.25,0.43,8.67,0.47,standing
750,48.0,0.0,11.67,0.47,11.0,1.41,standing
1000,48.0,0.0,10.25,1.79,12.0,0.0,standing
1250,48.0,0.0,6.75,0.83,9.75,2.49,standing
1500,48.0,0.0,8.0,1.41,6.75,2.59,standing
1750,47.75,0.43,9.0,1.87,11.75,1.09,standing
2000,47.5,0.5,10.5,1.5,6.75,3.56,standing
2250,47.5,0.5,8.0,2.35,8.5,1.5,standing
2500,47.5,0.5,11.0,0.82,7.33,2.49,standing
2750,47.75,0.43,11.5,0.5,11.33,1.7,standing
3000,47.5,0.5,9.33,0.47,8.67,0.47,standing
3250,47.0,1.0,9.5,1.5,12.0,0.0,standing
3500,46.0,1.0,11.75,0.43,9.0,0.71,standing
3750,47.0,0.82,13.0,0.82,6.5,2.5,standing
4000,47.25,0.43,10.0,1.41,5.33,2.87,standing
4250,47.33,0.47,10.33,0.94,7.75,2.17,standing
4500,47.5,0.5,9.33,1.7,6.67,3.09,standing
4750,47.25,0.43,11.0,0.82,10.0,1.0,standing
5000,47.5,0.5,10.75,0.43,11.5,0.5,standing
5250,47.5,0.5,10.33,0.47,8.33,2.49,standing
5500,47.5,0.5,6.5,2.5,8.25,2.05,standing
5750,47.67,0.47,9.75,0.83,6.0,0.0,standing
6000,48.0,0.0,10.0,0.0,5.0,2.35,standing
6250,48.0,0.0,10.0,0.71,5.67,3.09,standing
6500,47.5,0.5,7.67,1.25,9.0,0.82,standing
6750,48.0,0.0,9.25,0.43,6.75,0.83,standing
7000,47.75,0.43,9.0,0.71,8.25,1.92,standing
7250,47.75,0.43,9.25,0.43,8.75,2.28,standing
7500,47.75,0.43,10.75,0.43,5.0,4.0,standing
7750,48.0,0.0,10.33,0.47,10.67,1.25,standing
8000,48.0,0.0,11.25,0.83,11.67,0.47,standing
8250,48.0,0.0,13.0,0.71,10.0,0.82,standing
8500,48.0,0.0,15.75,0.83,9.75,1.3,standing
8750,48.0,0.0,16.67,0.47,14.0,1.41,standing
9000,47.25,1.3,11.0,1.22,15.5,2.18,standing
9250,41.25,2.59,12.0,3.56,14.25,3.9,standing
9500,45.0,0.0,12.25,1.09,11.75,5.93,standing
9750,45.25,0.43,11.75,5.36,10.5,6.58,standing
10000,45.25,0.43,14.25,1.48,16.5,1.12,standing
10250,46.5,0.5,11.75,0.43,14.75,0.43,standing
10500,47.5,0.5,11.0,0.82,15.33,0.94,standing
10750,47.5,0.5,11.5,1.12,18.25,0.43,standing
11000,47.5,0.5,15.5,0.5,16.0,1.58,standing
11250,47.5,0.5,17.25,0.43,12.5,1.5,standing
11500,47.5,0.5,17.0,0.0,9.67,0.47,standing
11750,47.67,0.47,16.5,0.5,10.0,0.82,standing
12000,47.5,0.5,16.33,0.47,10.5,1.5,standing
12250,47.5,0.5,16.75,0.43,12.25,0.43,standing
12500,47.5,0.5,16.75,0.43,12.75,0.83,standing
12750,47.5,0.5,17.0,0.71,12.5,0.5,standing
13000,47.5,0.5,16.5,0.87,12.25,0.43,standing
13250,47.5,0.5,17.0,0.0,12.5,0.5,standing
13500,47.5,0.5,16.5,0.5,12.75,0.83,standing
13750,47.5,0.5,17.0,0.0,13.0,1.22,standing
14000,47.5,0.5,17.5,0.5,13.0,1.0,standing
14250,47.5,0.5,17.0,0.0,12.67,0.94,standing
14500,47.5,0.5,17.2,0.4,13.2,1.17,standing
14750,47.5,0.5,17.0,0.0,14.5,0.87,standing
15000,47.75,0.43,16.75,0.43,13.75,0.83,standing
15250,47.5,0.5,16.0,0.71,13.0,1.22,standing
15500,47.5,0.5,15.75,0.83,12.75,0.83,standing
15750,47.5,0.5,15.5,0.5,11.5,0.5,standing
16000,47.5,0.5,16.33,0.47,12.67,0.47,standing
16250,47.67,0.47,15.5,0.5,16.33,1.25,standing
16500,47.5,0.5,15.25,0.43,16.5,1.12,standing
16750,47.5,0.5,19.25,1.3,14.0,0.82,standing
17000,47.5,0.5,17.0,2.74,13.25,1.3,standing
17250,47.33,0.47,19.0,0.82,13.25,1.3,standing
17500,47.5,0.5,21.0,0.0,12.5,1.12,standing
17750,47.5,0.5,21.0,0.0,9.75,1.3,standing
18000,47.5,0.5,20.75,0.43,7.5,2.06,standing
18250,47.5,0.5,20.25,0.43,8.0,0.82,standing
18500,47.5,0.5,21.0,0.0,7.0,1.41,standing
18750,47.5,0.5,21.0,0.0,10.0,1.0,standing
19000,47.5,0.5,20.0,0.71,9.75,0.43,standing
19250,47.5,0.5,19.5,0.5,10.75,0.43,standing
19500,47.5,0.5,19.0,0.71,11.5,0.5,standing
19750,47.5,0.5,19.0,0.71,12.0,0.0,standing
20000,47.67,0.47,18.75,0.43,12.5,0.5,standing
20250,47.75,0.43,18.75,0.43,12.25,0.43,standing
20500,47.5,0.5,18.25,0.43,12.75,0.83,standing
20750,47.5,0.5,18.25,0.43,14.0,1.0,standing
21000,47.5,0.5,18.25,0.43,13.75,0.83,standing
21250,47.5,0.5,19.0,0.0,12.33,0.47,standing
21500,47.6,0.49,19.4,0.49,10.75,1.3,standing
21750,47.33,0.47,20.33,0.47,5.75,2.49,standing
22000,47.5,0.5,20.5,0.5,2.67,1.7,standing
22250,47.33,0.47,20.33,0.47,6.0,1.22,standing
