# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
0,44.5,0.87,11.25,5.54,12.5,2.96,standing
250,42.5,0.87,18.0,0.71,14.25,3.83,standing
500,39.0,2.12,16.0,1.58,13.75,2.38,standing
750,36.25,0.43,18.67,0.47,9.5,0.5,standing
1000,39.25,1.48,16.25,2.68,5.67,2.87,standing
1250,41.0,0.71,11.75,1.79,15.75,1.3,standing
1500,40.5,1.12,13.75,1.3,11.5,0.5,standing
1750,36.0,2.12,14.0,4.32,11.33,1.25,standing
2000,35.0,1.41,17.5,0.87,12.33,0.47,standing
2250,37.75,1.3,11.5,2.5,13.25,2.17,standing
2500,38.67,0.47,14.33,2.05,14.75,2.38,standing
2750,38.5,1.5,17.25,0.83,14.75,0.43,standing
3000,34.5,1.5,14.75,0.83,15.0,0.0,standing
3250,38.75,1.09,14.5,1.5,16.25,0.83,standing
3500,42.0,0.0,17.25,2.17,13.75,4.32,standing
3750,43.75,0.83,19.75,0.83,12.25,2.68,standing
4000,44.75,0.43,17.75,0.43,13.75,0.83,standing
4250,44.75,0.43,15.25,0.43,13.5,1.5,standing
4500,44.75,0.43,16.75,0.83,13.25,1.3,standing
4750,45.0,0.0,18.75,0.83,14.0,1.22,standing
5000,45.0,0.0,18.67,0.47,15.33,0.47,standing
5250,45.0,0.0,19.0,0.71,15.0,0.0,standing
5500,45.0,0.0,18.75,0.43,14.67,0.47,standing
5750,45.0,0.0,18.5,0.5,15.0,0.71,standing
6000,45.0,0.0,19.0,0.0,15.0,0.0,standing
6250,45.0,0.0,19.0,0.82,14.5,0.5,standing
6500,45.0,0.0,18.0,0.0,16.25,1.3,standing
6750,46.0,0.71,14.0,1.22,17.75,0.43,standing
7000,44.5,0.5,10.75,0.83,14.75,1.09,standing
7250,43.5,0.5,14.0,1.22,14.5,0.87,standing
7500,43.0,1.0,15.75,0.43,13.0,0.71,standing
7750,42.5,0.5,17.0,0.0,13.0,1.41,standing
8000,42.0,0.0,17.75,0.43,11.67,0.94,standing
8250,42.0,0.0,18.0,0.0,11.75,1.48,standing
8500,41.67,0.47,18.0,0.0,12.0,0.0,standing
8750,42.25,0.43,18.0,0.0,11.75,0.43,standing
9000,42.0,0.0,16.5,0.5,9.5,0.5,standing
9250,42.0,0.0,17.0,0.71,9.25,1.09,standing
9500,42.0,0.0,18.0,0.0,5.0,1.0,standing
9750,42.25,0.43,18.0,0.0,2.33,0.94,standing
10000,42.0,0.0,18.0,0.0,8.5,3.91,standing
10250,42.75,0.43,18.0,0.0,12.0,1.22,standing
10500,44.25,0.43,18.0,0.0,12.75,0.43,standing
10750,45.0,0.0,18.0,0.0,12.25,0.43,standing
11000,45.0,0.0,18.0,0.0,10.0,0.71,standing
11250,45.0,0.0,18.0,0.0,10.25,1.09,standing
11500,45.0,0.0,18.0,0.0,11.5,1.12,standing
11750,45.0,0.0,18.0,0.0,11.5,0.5,standing
12000,45.0,0.0,18.0,0.0,10.0,0.71,standing
12250,45.0,0.0,18.0,0.0,9.33,0.47,standing
12500,45.0,0.0,18.0,0.0,10.75,0.43,standing
12750,45.0,0.0,18.0,0.0,12.0,0.82,standing
13000,45.0,0.0,18.0,0.0,11.75,0.43,standing
13250,45.0,0.0,18.0,0.0,12.0,0.0,standing
13500,45.0,0.0,18.0,0.0,12.25,0.43,standing
13750,45.0,0.0,18.0,0.0,11.75,0.43,standing
14000,45.0,0.0,18.0,0.0,12.25,0.43,standing
14250,45.0,0.0,18.0,0.0,12.5,0.5,standing
14500,45.0,0.0,18.25,0.43,13.0,1.0,standing
14750,45.0,0.0,19.0,0.82,13.0,1.0,standing
15000,45.0,0.0,19.75,1.09,12.5,0.87,standing
15250,45.0,0.0,18.5,1.12,12.33,0.47,standing
15500,45.0,0.0,18.5,0.87,12.4,1.02,standing
15750,45.0,0.0,19.75,1.09,13.67,1.25,standing
16000,45.5,0.5,18.5,0.5,16.25,1.3,standing
16250,45.0,0.0,18.25,0.43,17.0,0.71,standing
16500,45.0,0.0,18.75,0.43,17.5,0.5,standing
16750,45.0,0.0,20.0,0.0,16.75,0.83,standing
17000,45.0,0.0,19.0,0.0,17.5,0.5,standing
17250,45.0,0.0,19.0,0.71,18.0,0.0,standing
17500,45.0,0.0,19.0,0.71,14.25,2.05,standing
17750,45.0,0.0,16.75,1.3,11.0,1.22,standing
18000,45.0,0.0,18.5,0.5,14.0,1.22,standing
18250,45.0,0.0,18.75,0.43,14.25,0.43,standing
18500,45.25,0.43,18.0,1.87,13.75,1.3,standing
18750,45.25,0.43,16.5,1.12,14.25,1.48,standing
19000,45.5,0.5,14.75,2.17,12.5,2.29,standing
19250,45.25,0.43,19.0,0.82,9.67,0.47,standing
19500,45.5,0.5,19.0,1.0,16.0,1.0,standing
